s11	s12	s21	s22	s31	s32	s41	s42	s51	s52	sn11	sn12	sn21	sn22	sn31	sn32	sn41	sn42	sn51	sn52	ts11	ts12	ts21	ts22	ts31	ts32	ts41	ts42	ts51	ts52
0.63774	-0.49245	0.27887	-0.10417	1.00439	-0.25953	1.32102	-0.91242	1.63339	-0.43133	0.52817	1.47721	-0.80317	-1.19055	-1.67067	-1.14809	-1.81504	-0.71114	-1.23841	-1.11348	-0.11112	-0.16871	0.17501	0.14785	0.94447	0.30635	1.04798	-0.27411	1.26172	-0.19912
-0.43508	-0.17956	-0.16338	-0.03419	-0.60391	-0.0894	-0.6977	0.05647	0.13226	0.42292	0.19717	0.14815	-0.32379	-1.03208	-1.59719	-0.67502	-0.06597	-0.63492	0.13334	0.08587	0.89966	-0.23045	-0.1068	0.24761	-0.18015	-0.04085	0.017	-0.21377	0.06723	-0.36496
0.64951	-0.83453	0.30195	-0.21132	0.93633	-1.07122	-1.42041	-0.30535	-1.22259	-0.46293	-0.55092	-2.20114	0.48744	-0.72541	0.2241	0.24735	0.7995	-0.32223	0.79563	-0.17566	-0.38004	-0.08381	-0.10507	0.00867	-0.496	-0.16674	-0.18571	-0.02171	-0.19418	-0.2583
0.50271	-0.82172	0.19156	-0.20107	0.68438	-0.7939	-0.19597	-0.05809	-0.21013	-0.26156	0.35419	-0.25622	1.23852	1.30323	-1.11822	-0.46513	-0.26318	-0.70553	0.03952	-0.21532	0.41516	-0.92661	-0.06951	1.12248	-0.01643	-0.15896	0.16691	-0.36299	0.27012	-0.42398
-0.72819	1.45603	-0.30935	0.61535	-0.61624	1.15354	-0.11377	-0.58869	0.32824	-0.50533	-1.14772	0.24541	-2.73395	-0.1407	-0.24336	-1.2911	-0.53986	-1.07504	-0.27283	-0.53176	1.04466	-1.09906	-0.1459	0.09598	0.45925	0.23072	0.63066	-0.22058	1.00066	-0.10423
0.74143	0.79743	0.40215	0.19764	1.04736	0.56751	1.25392	-0.69995	1.35193	-0.5846	-0.04677	-0.03452	-1.48775	1.31416	-1.14947	0.49962	-1.45737	-0.66959	-1.29506	-1.31025	-2.34688	0.90292	0.02638	-0.1656	0.99072	0.29685	1.06278	-0.28611	1.2384	-0.24872
-0.98994	-1.17637	-1.14436	-0.314	-1.07414	-0.8017	0.64168	-1.01784	1.46238	-0.15686	-0.72918	-0.48539	-0.66678	-1.1474	-0.63107	-0.08141	-1.56138	-0.46936	-1.38911	-0.96843	0.80189	-1.26553	0.10196	0.38732	1.02879	0.16659	1.11278	-0.38436	1.34008	-0.2564
-0.11363	1.80184	-0.03566	1.47561	-0.04036	1.19834	-0.56901	0.18541	0.11261	0.09456	-0.08112	0.68764	0.1555	-1.72729	-0.6794	-0.52486	-0.17677	-0.6306	0.08389	0.02916	0.14488	-0.38725	0.22093	0.53495	-0.15771	-0.04145	0.02363	-0.23281	0.02193	-0.38175
-0.3961	0.58649	-0.14561	0.13682	-0.37112	0.51346	-0.06965	-0.20699	-0.06604	-0.44577	-1.16259	-1.22725	-0.1694	-1.21125	-0.3802	-1.44853	0.08996	-1.03062	0.2565	-0.32567	0.4599	-1.13582	-0.10063	0.24956	-0.13009	0.1294	0.05378	-0.03807	0.21391	-0.19744
-0.08036	0.38197	-0.02928	0.08718	-0.03764	0.14843	-0.15179	0.08161	-0.17923	0.01839	-0.32651	-1.3645	1.04008	-1.2417	0.57113	-0.73636	0.02906	-0.15869	-0.0435	0.13348	-2.41326	-2.27728	0.26223	-1.94009	-0.23384	-0.195	-0.04864	-0.37117	-0.10886	-0.45485
-0.38758	-1.30159	-0.14086	-0.58733	-0.35316	-1.24424	0.0094	1.84033	-1.3912	0.59769	1.87105	-1.04836	-0.13942	-1.18838	-1.9455	-0.74877	-0.21989	0.44117	0.00379	0.56316	-0.67531	-0.96646	-0.36976	-1.32927	-0.60965	-0.37797	-0.35284	-0.15037	-0.10441	0.28686239
-0.42434	1.06715	-0.15246	0.33833	-0.37124	1.01216	-0.22124	0.20391	-0.31478	-0.06401	1.45567	-0.68093	-0.31414	-0.20629	-1.43501	-0.22108	-0.23283	-0.71149	0.19441	0.00022	-1.87654	0.94423	0.35641	-0.076	-0.16259	-0.07285	0.02342	-0.24403	0.01665	-0.4179
0.54638	0.07182	0.22247	0.01852	0.78914	-0.00588	-0.32669	-0.56675	0.48185	-0.5314	-0.5884	-0.55418	-0.73144	-0.20764	-0.21976	1.25412	-0.49879	-0.83748	-0.23339	-0.70809	0.50677	-1.07883	-0.0325	0.23759	0.62927	0.41455	0.72271	-0.11712	1.04967	-0.0007
0.01327	-1.65011	0.00203	-1.7766	0.01077	-1.44657	0.55843	-1.11151	1.08464	-0.73187	-0.06578	0.30151	-0.23142	-1.14795	-1.63053	-0.19512	-1.46183	-0.59768	-1.30359	-1.44032	-0.65536	-0.01588	-0.02178	0.22067	0.93047	0.21093	1.04355	-0.35715	1.28508	-0.38457
0.42153	0.87724	0.14787	0.23343	0.40736	0.89196	0.06488	0.31197	-0.25018	-0.37009	-0.9235	1.80321	-0.09382	1.48908	-0.24571	-1.01967	0.03604	-0.87832	0.24023	-0.0267	0.72334	-0.04983	-0.08156	-0.01391	-0.18071	0.00409	0.01446	-0.18135	0.06898	-0.28312
0.46096	1.33519	0.16532	1.17268	0.5322	1.12848	1.48507	-0.34847	1.27725	-0.40236	1.01899	-1.58593	0.25261	0.17297	0.68299	0.34754	-0.88272	-0.42189	-0.94506	-0.8076	-0.96928	-0.22429	0.00653	0.1077	0.75845	0.29158	1.02787	-0.30292	1.30192	-0.02073
0.7696	0.1781	0.68562	0.03871	1.01426	0.03722	0.94475	-0.64863	1.36972	-0.1998	-0.76841	0.61695	-1.67906	-0.50025	0.29391	-0.02554	-1.53257	-0.30122	-1.37747	-1.07955	-1.38243	0.86052	-0.10022	-0.00272	1.05146	0.40509	1.12231	-0.33246	1.30492	-0.2628
-0.41787	-1.1195	-0.15537	-0.34709	-0.32537	-0.96378	-0.32466	-0.25922	-0.06099	-0.32034	0.28996	1.65189	-1.57299	-1.95325	-2.31806	-0.9297	-0.45972	-0.58992	0.21667	-0.17586	-0.76754	0.20465	-0.37728	0.02467	-0.13579	-0.09895	0.04501	-0.29954	0.00642	-0.467859
-0.46951	0.31833	-0.17099	0.07174	-1.08579	0.11705	-0.05236	-0.05579	0.09947	0.13467	-0.0565	-0.42938	0.37251	-0.58043	1.01111	-0.2018	-0.58573	-0.29136	-0.36207	-0.24154	1.6346	-1.31332	-0.15437	-0.0189	0.56042	-0.33117	0.70293	-0.75106	0.77404	-0.75306
0.1823	-0.606	0.05744	-0.12994	0.11777	-0.57724	0.94405	-1.10132	1.44244	-0.60607	-1.10772	0.66381	-1.14816	0.0685	-0.4092	0.3002	-1.72192	-0.73163	-1.1981	-1.23697	-0.67927	-0.51767	0.0169	0.01475	0.99644	0.33352	1.02231	-0.29241	1.14172	-0.26675
0.17302	-0.80456	0.05544	-0.19648	0.12995	-0.65555	-0.16559	-0.31589	-0.35105	-0.50165	0.54074	-0.34676	-0.66906	1.32101	-0.63616	-0.42686	0.20961	-1.05083	0.42434	-0.33149	-1.17948	0.40848	-0.10812	0.48401	-0.08369	0.18793	0.09807	-0.04062	0.2127	-0.22767
0.97925	0.27979	1.44805	0.06137	1.20989	0.11691	-0.47822	0.43634	-1.38586	-0.28205	-0.04365	-0.75568	-1.17275	-1.20143	2.01051	0.8511	1.69538	0.47427	1.03933	-0.01797	-0.6012	1.80102	-0.39357	-0.62816	-1.43652	-0.5812	-1.76834	0.36545	-1.61429	-0.11708
0.25134	-0.73591	0.08216	-0.18902	0.09422	-3.90737	-0.31296	-1.57582	-1.1049	-0.7079	0.05137	0.69967	-0.61564	-1.27856	0.10064	0.45892	1.78159	0.5297	0.86005	-0.28054	0.1299	-1.09454	-0.31939	-0.39863	-1.38397	-0.03499	-1.86715	0.66163	-2.00023	-0.15592
0.07864	-0.81665	0.02289	-0.21148	0.05878	-0.85951	0.22558	-0.7254	-0.1073	-0.80038	0.85338	-2.0136	1.21977	0.41893	0.42751	-0.6618	1.23856	-0.63162	0.71752	-0.7995	-0.4477	0.04739	-0.0794	-3.32982	-1.01517	0.39348	-1.88733	0.97089	-1.94173	0.17087
0.05506	0.58913	0.01783	0.14377	0.04894	0.56216	0.25247	-0.77171	-0.13389	-0.87517	0.48183	-1.87684	1.21981	0.19544	1.66986	-0.93096	1.26126	-0.52074	0.7632	-0.81585	0.49841	-0.80454	-0.29445	-0.65414	-0.86038	0.34335	-1.89111	0.98218	-1.90168	0.20376
-0.70572	0.08968	-0.32246	0.01932	-1.11807	-0.00524	-1.01574	-0.86797	-1.28909	-0.5903	-0.45795	0.14719	-2.02449	-0.39479	0.07437	0.00222	1.84602	0.51347	0.9906	-0.21135	0.76834	1.17603	-1.01295	-1.30345	-1.45033	-0.1025	-1.86118	0.61672	-1.91281	-0.11007
-0.12196	-0.56515	-0.04465	-0.10764	-0.06112	-0.2185	-1.11447	0.6347	-1.42165	0.47692	-0.21005	-0.14744	-0.5569	-0.45255	0.54309	1.14467	1.18304	0.91782	0.88715	0.4841	-0.04732	0.23508	-0.6467	-0.28182	-1.34983	-0.69104	-1.68035	0.23431	-1.52052	-0.16143
0.40089	0.93178	0.14071	0.25482	0.36886	0.88549	0.83042	-0.5034	0.14771	-0.92427	-1.68004	1.76697	-0.92608	-0.04462	-0.57193	0.42726	1.02192	-1.07005	0.49052	-0.92189	0.02935	-0.12068	-0.31681	0.07161	-0.98462	0.27741	-1.88133	0.97455	-1.92886	0.16741
0.27963	-1.41912	0.09029	-9.66053	0.02904	-4.03421	-0.29434	-1.73057	-1.13489	-1.21796	-0.93192	-0.19133	-0.8146	-0.22983	-0.17675	1.32153	1.25301	-0.66864	1.42794	-0.79992	1.3446	-1.17862	-0.0013	0.28818	-0.06887	2.02713	0.01595	1.52087	0.21513	1.46166
-0.24093	-0.80691	-0.08685	-0.19433	-0.14884	-0.7201	0.4015	-0.93284	0.11905	-0.98969	0.80805	0.73302	1.00288	0.06452	1.53476	-1.1147	1.36512	-1.58852	0.64571	-1.0593	2.03345	0.66881	0.11215	0.27825	-0.41414	0.55987	-1.81409	1.20408	-1.99876	0.47395
1.11802	-2.23586	0.17106	-4.25153	0.05798	-2.30048	0.15791	-1.4447	0.29686	-1.25174	0.03539	-0.58191	0.09964	-0.06922	0.81354	-1.56181	0.85232	-1.63482	0.36394	-1.04908	-1.63648	1.28528	0.10016	0.23554	-0.44162	0.44938	-1.84019	1.17059	-1.86818	0.43952
-1.27337	-0.50382	-1.61703	-0.10817	-1.31399	-0.39381	-0.10513	-0.6486	-0.43167	-0.59922	1.4865	-0.10241	1.39641	-0.23557	-0.60869	-0.44418	1.85486	0.54566	0.88026	-0.28167	-0.39879	-0.5585	-0.29583	-0.57822	-1.37202	-0.02258	-1.87537	0.69153	-1.9676	-0.120186
-0.52583	0.81037	-0.19367	0.19533	-0.64277	0.65056	1.44595	-0.3043	0.21645	-1.0552	1.74815	-0.51796	0.8371	0.71436	1.89121	-1.33645	0.8802	-1.81249	0.26775	-1.14062	0.66509	-0.19052	0.30011	0.28466	0.37982	0.33042	-1.7354	1.36094	-1.98532	0.65474
0.00533	-1.20205	-0.00278	-0.44062	0.00989	-0.99747	0.28439	-0.97264	0.21639	-0.99627	-0.53847	0.6937	-1.65439	-0.1022	0.66167	-0.65882	0.65769	-1.50207	0.43637	-1.13374	0.4612	-0.90707	0.05136	0.37426	-0.20128	0.39738	-1.82456	1.18786	-1.78294	0.48252
0.73852	0.2684	0.39267	0.05911	1.10905	0.08485	0.25017	0.23069	-1.35903	-0.58035	0.46185	0.03681	0.25025	-0.86319	0.00791	0.14779	1.69829	0.3812	1.07392	-0.16647	-0.9426	-0.89834	-0.3864	-0.37361	-1.40361	-0.29367	-1.8041	0.46115	-1.71605	-0.17891
0.37449	-0.61565	0.13501	-0.14016	0.93005	-2.35334	-0.14873	-1.02064	-0.56606	-0.78127	-1.33307	0.13236	-0.02087	0.14158	1.1888	0.16125	1.68828	0.15261	0.97252	-0.56886	-0.24954	2.83219	0.43869	-2.13709	-1.11498	0.18247	-1.89096	0.85134	-1.94783	0.07618
-0.47115	0.83755	-0.17076	0.2186	-0.79658	1.23396	-0.96007	-0.94786	-0.88404	-0.6955	2.0595	-1.10873	0.71881	-1.86647	0.77438	0.11098	1.79887	0.60539	0.85312	-0.21881	-0.34165	0.63488	-0.38927	-0.49986	-1.37128	-0.0399	-1.90341	0.65176	-2.0124	-0.17708
0.32139	0.0266	0.11755	0.01047	0.5747	-0.02334	0.98395	-1.04603	0.44199	-1.2615	-0.4996	-0.97298	-0.2206	-0.7051	1.1243	-0.57134	0.70694	-1.53972	0.30415	-1.20658	0.68523	-1.10784	0.06444	0.41794	-0.33469	0.42081	-1.82589	1.19305	-1.81113	0.4596
0.08945	-1.22678	0.02542	-0.43776	0.05109	-1.29664	-1.65517	-0.3789	-1.5001	1.07431	-0.67022	-0.38176	-0.22585	0.2699	-0.91167	-1.04388	1.12569	0.96238	0.71915	0.33875	-0.05269	0.06684	-0.33865	-0.60164	-1.31314	-0.60569	-1.65644	0.29614	-1.43514	-0.29776
-1.57174	0.78067	-1.78269	0.16602	-1.45926	0.4507	-0.04192	-1.99841	-0.03237	-1.21918	-0.64862	0.00907	-1.52126	0.08141	-0.87637	0.58002	1.37228	-0.65882	0.64773	-1.5257	0.35606	1.31766	0.60701	0.16358	1.9381	0.54662	1.6846	1.31105	1.30996	1.14169
-0.48226	0.53934	-0.1718	0.12686	-1.32984	0.47751	0.84729	-0.87282	0.23272	-1.0894	0.59484	-0.71878	2.10244	-0.18864	1.27074	-2.03134	1.15053	-1.84259	0.57588	-1.07049	-0.01603	-0.67969	0.14709	0.06177	-0.39554	0.61658	-1.79078	1.24824	-2.02736	0.49154
-0.03457	-0.74107	-0.0146	-0.17334	-0.00651	-0.71331	0.53316	-1.19389	0.41017	-1.10117	-0.98121	-1.75122	-0.3269	-0.20803	1.27188	-0.45608	1.00244	-1.66696	0.26383	-1.06327	0.51948	0.27702	0.05495	0.06209	-0.34851	0.48762	-1.82926	1.21541	-1.90786	0.48647
-0.00542	0.43169	-0.00416	0.09651	0.00731	0.16241	-0.82822	-0.35587	-1.28205	-0.35192	-0.95868	-0.48497	0.63903	0.26522	0.59713	0.33901	1.616	0.40833	1.02447	-0.03808	-0.80201	0.6971	-0.37812	-0.28783	-1.51939	-0.51972	-1.77135	0.3566	-1.63406	-0.19366
-1.0964	0.37986	-2.1254	0.07666	-1.58518	0.23287	-1.18542	-1.1387	1.49506	-0.98417	-0.01959	-0.21279	-1.27028	-1.13617	-1.50691	0.06846	0.02911	-1.32039	-0.23247	-1.218	0.03039	0.69933	0.25961	0.25812	0.34202	0.39341	-1.70726	1.39404	-1.89207	0.74275
0.12632	0.36988	0.04101	0.08469	0.09694	0.13537	-1.25324	0.11663	-1.65429	-0.40968	1.37533	-1.18358	0.23992	1.20016	1.8643	0.54257	1.49065	0.21892	1.04294	-0.1078	0.33597	0.43253	-0.49608	-0.10184	-1.43001	-0.40109	-1.78104	0.40928	-1.642	-0.04901
-0.39321	0.26962	-0.14751	0.05908	-0.77151	0.07468	-1.42643	-0.81435	-1.28227	-1.10088	0.89951	0.39568	-1.21281	1.34528	0.45509	2.36991	2.22753	-0.48142	0.91908	-0.79536	0.15393	-0.31183	-0.07897	-0.87311	-0.76812	0.32642	-1.88081	1.03601	-1.98324	0.34111
-1.1699	-2.13249	-0.38294	-3.04583	-0.14759	-1.87538	0.10989	-1.18049	-0.46415	-0.95977	0.15561	-0.86243	1.04082	-1.3395	0.69874	-0.07522	2.2206	-0.23805	0.949	-0.6885	0.64559	0.76553	-0.11484	-1.18024	-1.08949	0.36892	-1.891	0.92609	-1.98223	0.14002
-0.09441	-0.22677	-0.03529	-0.04523	-0.05047	-0.1285	-0.27052	-0.68843	-0.76746	-0.82267	0.17785	-1.25214	2.59397	-0.68599	-0.01632	0.14353	1.73466	-0.20836	1.03768	-0.48445	-1.51645	-0.91915	0.19714	-0.2484	-1.25506	0.07076	-1.8625	0.71371	-1.81509	0.020
-0.39186	1.1326	-0.13484	0.38415	-0.3178	1.15785	1.11026	-0.62162	-0.37602	-1.26197	0.52608	0.29505	1.4284	-0.75958	0.55413	-0.34822	1.92267	-0.70701	0.92403	-0.78503	0.53334	-1.47081	0.10731	-0.31194	-0.98711	0.44666	-1.88509	1.03717	-2.06651	0.28867
-0.29943	0.54309	-0.10372	0.12461	-0.18899	1.55027	1.69357	-0.61239	1.05096	-1.06584	0.20153	-0.35303	-1.40769	-2.11416	1.64854	-1.35815	0.39324	-1.56804	-0.13245	-1.23122	0.42886	0.54203	0.20913	0.28264	0.19163	0.47758	-1.75548	1.38352	-1.93832	0.70074
0.34748	1.28345	0.12019	0.3979	0.05275	1.87445	0.8582	0.89166	-1.35579	-0.81141	0.13069	-2.14139	0.21763	-2.72583	0.10265	-0.31523	2.16194	0.63191	1.07289	-0.30626	1.56255	3.19984	0.16591	0.61065	-1.29682	0.14447	-1.85879	0.69631	-1.93471	-0.07651
0.1571	2.02493	0.05156	1.58746	0.10415	1.3863	-0.46762	1.2924	-1.60066	0.12743	-0.84398	-0.09392	1.25853	1.00787	1.31652	0.50145	1.2512	0.60498	0.9822	0.13567	-0.92944	1.00806	-0.48783	-0.37823	-1.48198	-0.53283	-1.73977	0.30426	-1.58143	-0.25735
0.0235	0.13226	0.00524	0.03275	0.02535	0.01787	0.54856	-1.57397	0.21611	-1.44422	-1.04869	-0.49509	1.61555	-0.26541	1.45103	2.11358	1.10084	-1.51077	0.47537	-1.43569	0.53561	-0.29363	0.70074	0.53784	0.51725	1.68741	0.3842	1.51375	0.54119	1.47318
-0.05602	-0.1621	-0.02279	-0.0304	-0.02894	-0.09864	-0.20811	-1.42616	0.02985	-1.32787	-0.25395	2.09548	-0.00403	0.22197	1.02448	-0.13456	1.42149	-0.973	0.6291	-0.91978	-0.54379	0.59998	-0.05025	-0.10459	-0.96433	0.41219	-1.88246	1.05312	-1.89444	0.25459
-1.35621	1.48241	-1.69328	0.39921	-1.17071	0.78753	-0.5455	-0.71542	-0.9976	-0.79531	1.38481	-1.07401	0.98901	1.1934	0.79259	0.21712	1.89559	0.58361	1.07563	-0.37069	0.81114	-2.98539	-0.48938	0.45154	-1.29746	0.03978	-1.822	0.69	-1.84355	-0.00239
0.92079	0.28541	1.07627	0.06139	1.31655	0.05774	1.22705	0.77382	-1.70233	-0.17802	0.10041	0.30525	0.84898	0.55433	1.47193	1.79546	1.70826	0.62841	1.05073	0.00527	-0.17512	-0.73712	-0.41385	-0.22263	-1.48902	-0.35353	-1.79193	0.41637	-1.738	-0.23227
-0.27523	-0.70156	-0.09611	-0.14582	-0.1662	-2.89235	0.02804	-1.64975	1.16884	-1.06791	-1.74759	-0.36726	-0.09673	-0.20935	1.47549	-0.7883	0.39554	-1.52186	-0.07993	-1.20302	-0.67515	-0.30531	0.05238	0.25657	0.27893	0.42563	-1.74199	1.37314	-1.91125	0.660
0.42273	-0.10638	0.14868	-0.01803	0.63997	-0.07075	1.06128	-0.65172	-0.75969	-1.07078	-0.72806	0.32838	-0.533	0.09018	1.08123	0.09236	1.94033	0.32416	1.03689	-0.44991	-2.24633	-1.39635	-0.48087	1.08952	-1.27591	0.0683	-1.89002	0.82147	-1.95817	0.01504
0.45566	0.07065	0.15892	0.01918	0.61357	-0.00453	0.73063	-0.71866	-0.64251	-1.09463	-0.38395	1.16647	0.81366	-0.8794	-0.06493	-1.31293	1.47862	-0.27597	0.85034	-0.77652	0.04779	0.0307	-0.29076	-0.67273	-0.82748	0.37522	-1.88326	1.01414	-1.93421	0.29112
0.32031	-0.94728	0.10689	-0.25593	0.25524	-0.97184	1.1059	-0.99946	0.79666	-1.08208	1.35352	-0.17656	1.47444	-0.29991	1.45421	-1.02887	0.78259	-1.90348	0.20782	-1.14408	0.41504	0.00144	0.2616	0.33861	0.37684	0.49436	-1.74869	1.36805	-1.95619	0.65974
0.32554	-0.12185	0.10934	-0.02056	1.1324	-0.07144	0.11958	1.5618	-1.33242	1.07013	-0.57507	-0.17565	1.09511	0.24642	0.79985	1.74389	0.85056	0.83814	0.63052	0.62446	-2.03668	-0.48246	-0.35688	-0.44447	-1.24974	-0.90217	-1.56884	0.12956	-1.46683	-0.18205
-0.16013	-1.02946	-0.05523	-0.30197	-0.08638	-1.03129	-1.21545	0.63156	0.02976	1.59094	-0.42525	0.57511	0.7176	0.72464	0.46513	-0.06298	0.18677	1.61388	-0.35572	1.59084	1.19484	0.21537	-0.72311	-5.33757	-1.05487	-0.77959	-0.83469	-0.20228	-0.67488	0.16051
0.97564	0.17854	1.78531	0.03865	1.43855	0.06757	0.87886	0.80987	0.65086	1.10308	-0.84068	0.94019	-0.39104	0.67205	-0.7483	0.27885	0.1693	0.61704	0.11579	0.95458	-0.70724	-0.95417	0.31585	-0.04749	-0.90181	-0.3436	-0.59946	-0.09658	-0.43575	0.10464
-1.30448	0.97751	-1.62332	0.22434	-1.30333	0.77364	-0.62717	1.47536	-0.34165	1.5453	1.79826	-0.06841	1.72389	-0.73337	1.14013	0.67948	0.79471	0.84149	0.77884	1.4629	1.7826	1.39515	0.27584	-0.64954	-0.72254	0.46904	-0.59151	0.42626	-0.56701	0.84418
-0.24143	0.37843	-0.086	0.08457	-0.16076	0.11884	-0.84126	0.97873	-0.19563	1.31042	-0.09156	0.23023	0.79003	0.49929	-0.94803	0.30537	-0.2343	0.94119	-0.16343	1.22397	1.79171	1.96189	-0.04091	-0.26583	-0.77482	-0.4637	-0.82501	0.07568	-0.98695	0.70475
0.39396	-0.84259	0.12734	-0.20516	0.27909	-0.81875	0.47496	2.5043	0.41755	1.63306	1.10533	-0.91065	-0.74869	-1.04668	-0.53302	-2.27808	-0.28802	1.90784	-1.06234	1.96563	0.52715	-0.55328	0.50136	-0.6921	-1.08928	-0.84012	-0.88483	-0.21947	-0.78209	0.15551
0.11642	0.62244	0.03852	0.16031	0.08108	0.65157	-0.78973	1.26036	-0.3919	1.41747	-0.87455	-1.69651	0.35559	-0.05626	0.43154	0.24203	0.003	1.22566	0.13975	1.62916	-0.73189	0.18102	-0.17477	-0.46749	-0.90245	-0.50257	-0.80043	0.00576	-0.90248	0.53626
0.95846	0.58363	1.16201	0.13162	1.32413	0.52221	1.26054	1.14973	-1.51011	0.92096	0.07836	-1.78467	-0.25887	-2.37277	0.51015	-2.65202	0.78349	1.07258	0.99983	1.54732	-0.32463	-0.70402	-0.03915	-0.35842	-0.89333	0.29435	-0.67977	0.42836	-0.64966	0.64415
-0.18609	-0.97569	-0.066	-0.22638	-0.09541	-0.79854	-1.08611	-0.0163	0.73639	1.24234	-2.02191	1.04003	0.10521	-0.12394	-0.85517	0.76015	0.17731	0.80899	-0.09988	1.0084	0.16092	0.74679	-0.21407	-1.11047	-0.995	-0.55145	-0.7152	-0.11275	-0.52986	0.15969
0.82834	0.53469	0.49888	0.12203	1.23739	0.52377	-0.01219	1.54804	-0.6334	1.54478	-0.10499	-0.31617	-0.0916	-0.31337	0.83082	2.04821	0.46663	0.94218	0.47894	1.60459	-0.94373	-0.02811	0.01465	-1.41411	-0.96492	-0.19042	-0.73702	0.11929	-0.61238	0.72076
-0.73768	-2.11827	-0.27873	-1.48354	-0.69196	-1.26277	-0.64473	-0.01866	0.46744	0.94449	-1.15306	-1.11689	0.83813	-2.26119	0.81614	0.09413	-0.40969	1.64472	-1.4278	1.72913	0.32442	-0.88458	-0.0285	-0.43779	-1.03657	-0.91237	-0.82932	-0.28251	-0.71719	-0.03138
-0.82035	1.01115	-0.40358	0.26547	-1.10264	0.63568	-1.13668	1.18938	-0.53934	1.56254	-1.49659	0.82412	0.84638	-0.73895	1.40854	-1.6543	0.78004	1.22416	0.77364	1.72429	-1.30409	2.01437	0.24745	2.31401	-0.93961	0.1216	-0.69414	0.29891	-0.64025	0.62135
0.33593	0.43145	0.1227	0.10311	0.34714	0.22435	1.07503	1.31387	-0.09436	1.78041	-1.13016	1.71709	-2.19739	0.89956	-0.12099	-0.18483	-0.14192	1.57833	-0.55148	1.8567	-0.22334	0.43046	-0.16177	-0.92679	-1.05745	-1.13903	-1.09169	-0.15056	-1.07781	0.15784
-0.5376	-1.59636	-0.19146	-2.28433	-0.89523	-1.5804	-1.19573	0.3443	0.14672	1.48841	1.70259	-0.54952	1.30115	0.20618	0.90297	0.92175	0.16174	2.09206	-0.78146	1.89075	-0.18482	-0.76159	2.96702	-0.64551	-1.08925	-0.99063	-0.91581	-0.20675	-0.81771	0.14369
-0.6258	-0.78173	-0.28801	-0.17868	-1.02683	-1.19962	-1.50182	0.39588	-1.01613	1.39138	0.58112	-0.12446	0.69115	0.79367	0.34902	0.61209	-0.0869	1.31206	0.41382	1.86525	-0.17604	-1.14683	-0.10921	-0.31731	-0.93537	-0.7483	-0.76886	-0.53079	-0.73928	-0.7886
-0.49666	-1.21902	-0.18898	-0.40616	-0.57588	-1.24887	-1.4975	0.40254	-1.50572	0.63245	-0.84128	0.08632	-2.04212	-0.30325	1.13912	1.70399	0.61874	0.63633	0.86728	1.3364	0.09287	-0.2738	0.0012	0.40541	-0.75663	0.99994	-0.72313	0.72888	-0.95107	1.14504
0.04696	-0.53873	0.01185	-0.12182	0.03422	-0.74021	-1.59161	0.04493	-0.17364	1.79121	-1.00619	-0.1836	-1.7526	-1.76545	0.99498	0.06912	0.15458	2.26074	-0.74453	2.1692	0.04581	0.34826	-0.4583	-0.72302	-1.04299	-0.91196	-0.95931	-0.1455	-0.83201	0.26656
-0.68986	1.81073	-0.18147	3.83044	-0.04686	2.08291	0.0768	1.23641	-0.17138	1.13762	-0.53199	0.79183	0.87401	-0.38476	-0.2239	0.57456	0.4372	1.58408	-0.2834	1.35622	-1.87382	0.1516	-0.18691	-0.28146	-0.97172	-0.68998	-0.74548	-0.24672	-0.59033	-0.05278
0.11491	0.94751	0.03705	0.30584	0.01898	4.82426	-0.34916	1.5818	-0.63783	1.00913	-1.21607	-0.56846	-0.58744	-0.11513	0.20762	0.16423	0.18037	0.07683	0.18043	0.71428	-0.20485	-0.76665	-0.144	0.30866	-0.35734	0.43464	-0.15133	0.03172	0.00698	0.23691
0.08542	1.22869	0.02871	0.58158	0.08545	1.04957	0.31013	0.88754	-0.60464	0.43116	-1.13786	0.67287	-0.99806	-0.6493	1.3228	1.24742	0.91971	2.00524	0.25337	1.55375	-0.44376	0.68786	-0.26636	-0.21414	-1.0813	-0.8707	-0.99173	-0.18613	-0.97136	0.05601
0.10859	1.65793	0.03864	1.14721	0.1082	1.22116	-1.17134	1.10076	-0.69807	1.34913	0.0538	0.2674	0.70526	1.09443	0.54031	-0.44942	0.04827	1.80913	0.11863	2.01615	0.62396	-1.82206	-0.59985	-0.54464	-1.10812	-1.01896	-0.97434	-0.13568	-0.93043	0.35755
0.05845	0.22116	0.01534	0.05293	0.03615	0.06295	0.24227	1.48802	0.44431	1.56922	0.74145	0.06098	-0.83643	-1.38549	-0.0447	-0.14564	-0.04093	1.71618	-0.88717	1.58332	-0.96957	-0.89551	-0.53729	-0.87318	-1.03545	-0.79133	-0.8069	-0.20776	-0.62699	0.17782
-0.36087	0.30706	-0.12222	0.06757	-0.29674	0.08884	-1.46602	0.56051	0.45494	1.67179	-1.61281	0.66125	0.10397	-0.15342	-0.29895	-0.03401	-0.0558	1.44778	-0.6457	1.59424	-0.90861	-1.52768	-0.14596	-1.97117	-0.98557	-0.73928	-0.83286	-0.14921	-0.67437	0.2704
